UPI_Remitter_Banks,Date,Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Debit_Reversal_Success_percent,Total_Debit_Reversal_Count_In_Million,Total_Volume_In_Million
DBS Bank,2023-11-01 00:00:00,0.9597,0.0398,0.0004,0.83,0.06,23.67
Saraswat Bank,2022-09-01 00:00:00,0.9598,0.0371,0.0031,0.9215,0.04,13.3
Paytm Payments Bank,2022-10-01 00:00:00,0.9598,0.04,0.0002,0.9824,0.98,362.51
Axis Bank,2023-05-01 00:00:00,0.9598,0.0401,0.0002,0.9795,1.01,427.56
Standard Chartered,2024-02-01 00:00:00,0.9599,0.0223,0.0178,0.6712,0.14,26.59
Standard Chartered,2022-11-01 00:00:00,0.9599,0.0259,0.0142,0.87,0.07,18.34
Paytm Payments Bank,2022-11-01 00:00:00,0.9601,0.0382,0.0017,0.936,1.66,364
Paytm Payments Bank,2023-04-01 00:00:00,0.9601,0.0392,0.0007,0.9958,1.04,403.18
Axis Bank,2022-11-01 00:00:00,0.9602,0.0383,0.0015,0.6734,2.04,384.42
South Indian Bank,2023-05-01 00:00:00,0.9602,0.0392,0.0006,0.9685,0.08,38.15
YES Bank,2023-06-01 00:00:00,0.9603,0.0378,0.002,0.7287,0.19,87.16
HDFC Bank,2023-04-01 00:00:00,0.9604,0.0361,0.0035,0.9517,3.29,797.45
ICICI Bank,2023-05-01 00:00:00,0.9605,0.0303,0.0092,0.8978,2.23,471.2
South Indian Bank,2024-02-01 00:00:00,0.9605,0.0393,0.0002,0.9553,0.14,48.87
South Indian Bank,2023-08-01 00:00:00,0.9605,0.0394,0.0002,0.97,0.07,43.92
HDFC Bank,2023-05-01 00:00:00,0.9607,0.0375,0.0018,0.9768,2.75,834.13
Axis Bank,2023-06-01 00:00:00,0.9607,0.0388,0.0005,0.8401,1.08,422.13
Axis Bank,2024-03-01 00:00:00,0.9607,0.0393,0.0001,0.9772,2.14,630.13
South Indian Bank,2023-10-01 00:00:00,0.9608,0.0384,0.0008,0.8,0.11,45.73
Standard Chartered,2022-09-01 00:00:00,0.9609,0.0282,0.0109,0.8482,0.07,16.99
ICICI Bank,2023-03-01 00:00:00,0.9609,0.0311,0.008,0.9514,2.72,444.82
CITI Bank,2023-04-01 00:00:00,0.961,0.0334,0.0056,0.9485,0.07,18.93
Axis Bank,2024-01-01 00:00:00,0.9611,0.0358,0.003,0.6021,2.66,559.49
South Indian Bank,2023-12-01 00:00:00,0.9611,0.0382,0.0008,0.9734,0.12,48.8
Saraswat Bank,2023-08-01 00:00:00,0.9612,0.0305,0.0083,0.72,0.07,19.25
HDFC Bank,2024-03-01 00:00:00,0.9613,0.0386,0.0001,0.996,4.26,1158.51
CITI Bank,2023-08-01 00:00:00,0.9615,0.0331,0.0053,0.98,0.07,19.62
ICICI Bank,2024-08-01 00:00:00,0.9615,0.0376,0.0009,0.9647,1.37,648.75
ICICI Bank,2024-07-01 00:00:00,0.9615,0.0383,0.0002,0.9307,1.66,629.64
Paytm Payments Bank,2023-02-01 00:00:00,0.9617,0.0377,0.0006,0.9269,0.84,360.42
ICICI Bank,2024-06-01 00:00:00,0.9619,0.0376,0.0005,0.8079,1.67,620.66
ICICI Bank,2023-08-01 00:00:00,0.962,0.031,0.0071,0.85,2.13,508.79
YES Bank,2022-10-01 00:00:00,0.9621,0.0362,0.0017,0,0,92.51
Standard Chartered,2022-06-01 00:00:00,0.9623,0.0291,0.0085,0.932,0.1,15.71
CITI Bank,2023-05-01 00:00:00,0.9624,0.0333,0.0044,0.9776,0.06,18.79
Axis Bank,2023-08-01 00:00:00,0.9624,0.0356,0.002,0.61,1.56,490.64
HDFC Bank,2023-10-01 00:00:00,0.9626,0.0355,0.002,0.96,3.23,1005.24
Axis Bank,2023-09-01 00:00:00,0.9627,0.0358,0.0015,0.9,1.1,486.35
Axis Bank,2024-02-01 00:00:00,0.9629,0.0366,0.0005,0.8376,1.95,558.18
HDFC Bank,2023-07-01 00:00:00,0.963,0.0359,0.0011,1,2.233976,879.56
Paytm Payments Bank,2023-09-01 00:00:00,0.963,0.0367,0.0003,0.94,0.57,426.45
Paytm Payments Bank,2024-01-01 00:00:00,0.963,0.037,0.0001,0.9811,0.87,410.06
Paytm Payments Bank,2023-05-01 00:00:00,0.9631,0.0367,0.0002,0.9672,0.66,425.23
ICICI Bank,2024-09-01 00:00:00,0.9631,0.0367,0.0002,0.9781,1.43,642.3
ICICI Bank,2023-11-01 00:00:00,0.9632,0.0344,0.0023,0.91,1.45,526.2
Paytm Payments Bank,2023-01-01 00:00:00,0.9632,0.0361,0.0007,0.8958,0.9,389.61
ICICI Bank,2023-09-01 00:00:00,0.9633,0.0327,0.004,0.8,1.43,484.28
YES Bank,2023-05-01 00:00:00,0.9633,0.0356,0.0011,0.9613,0.15,94.89
ICICI Bank,2024-05-01 00:00:00,0.9633,0.0362,0.0005,0.9522,1.65,627.63
Axis Bank,2023-07-01 00:00:00,0.9634,0.0365,0.0001,1,1.059541,462.2
Standard Chartered,2023-01-01 00:00:00,0.9635,0.0267,0.0098,0.8474,0.1,19.02
South Indian Bank,2024-01-01 00:00:00,0.9635,0.0355,0.0011,0.9597,0.14,48.9
Paytm Payments Bank,2023-10-01 00:00:00,0.9635,0.0365,0,0.99,0.69,441.45
Saraswat Bank,2023-11-01 00:00:00,0.9637,0.0334,0.0029,0.87,0.07,20.4
ICICI Bank,2024-04-01 00:00:00,0.9637,0.0355,0.0008,0.9125,2.19,599.22
Paytm Payments Bank,2023-12-01 00:00:00,0.9637,0.0363,0,0.9755,0.79,410.19
Saraswat Bank,2023-10-01 00:00:00,0.9638,0.034,0.0022,0.92,0.06,20.94
Axis Bank,2023-11-01 00:00:00,0.9638,0.0357,0.0005,0.93,1.25,512.13
ICICI Bank,2023-12-01 00:00:00,0.9639,0.0328,0.0033,0.8259,2.06,556.61
ICICI Bank,2024-02-01 00:00:00,0.9639,0.0332,0.0029,0.9034,2.21,539.76
HDFC Bank,2023-11-01 00:00:00,0.9639,0.0357,0.0004,0.98,2.66,974.06
ICICI Bank,2024-03-01 00:00:00,0.964,0.0352,0.0009,0.9568,2.07,603.62
HDFC Bank,2023-06-01 00:00:00,0.9641,0.0349,0.0011,0.9548,2.22,830.95
Paytm Payments Bank,2023-06-01 00:00:00,0.9641,0.0359,0,0.9707,0.58,407.65
Paytm Payments Bank,2023-11-01 00:00:00,0.9642,0.0357,0.0001,0.98,0.62,412
Paytm Payments Bank,2023-08-01 00:00:00,0.9643,0.0354,0.0002,0.98,0.54,455.52
Axis Bank,2023-10-01 00:00:00,0.9643,0.0355,0.0001,0.99,1.28,533.42
Paytm Payments Bank,2023-07-01 00:00:00,0.9643,0.0355,0.0002,1,0.623114,433.01
Axis Bank,2023-12-01 00:00:00,0.9643,0.0357,0.0001,0.877,1.67,562.18
Standard Chartered,2022-02-01 00:00:00,0.9644,0.0307,0.0048,0.8127,0.07,11.92
Standard Chartered,2023-08-01 00:00:00,0.9646,0.0213,0.0141,0.56,0.1,25.8
Standard Chartered,2022-05-01 00:00:00,0.9648,0.0308,0.0044,0.9776,0.08,15.74
CITI Bank,2023-09-01 00:00:00,0.9648,0.0309,0.0043,0.97,0.06,18.87
Standard Chartered,2024-04-01 00:00:00,0.9649,0.0285,0.0066,0.823,0.09,24.01
Standard Chartered,2024-09-01 00:00:00,0.9649,0.0295,0.0056,0.52,0.14,25.65
CITI Bank,2024-05-01 00:00:00,0.9649,0.0314,0.0037,0.9911,0.07,20.03
HDFC Bank,2024-01-01 00:00:00,0.9649,0.0351,0,0.9884,3.34,1040.25
ICICI Bank,2023-02-01 00:00:00,0.965,0.0329,0.0021,0.9318,1.27,397.14
HDFC Bank,2023-12-01 00:00:00,0.965,0.0344,0.0006,0.9757,3.63,1040.77
Standard Chartered,2022-04-01 00:00:00,0.9653,0.029,0.0057,0.9628,0.1,14.91
CITI Bank,2024-04-01 00:00:00,0.9653,0.0311,0.0036,0.9872,0.08,19.73
Standard Chartered,2023-05-01 00:00:00,0.9656,0.0246,0.0098,0.8345,0.07,20.89
ICICI Bank,2024-01-01 00:00:00,0.9659,0.0332,0.0008,0.9572,1.64,547.55
CITI Bank,2024-03-01 00:00:00,0.9661,0.0306,0.0032,0.9888,0.09,20.78
Standard Chartered,2022-03-01 00:00:00,0.9667,0.0301,0.0032,0.9294,0.08,14.26
ICICI Bank,2023-04-01 00:00:00,0.9667,0.0302,0.0031,0.6374,3.06,456.92
CITI Bank,2024-01-01 00:00:00,0.9667,0.0307,0.0026,0.9919,0.07,19.38
ICICI Bank,2023-07-01 00:00:00,0.967,0.0327,0.0003,0.9277,1.303102,481.53
Standard Chartered,2022-12-01 00:00:00,0.9671,0.0274,0.0055,0.824,0.08,19.53
Saraswat Bank,2023-09-01 00:00:00,0.9671,0.0306,0.0023,0.9,0.05,18.79
Standard Chartered,2023-03-01 00:00:00,0.9672,0.0242,0.0085,0.8892,0.09,20.28
Saraswat Bank,2023-03-01 00:00:00,0.9672,0.0312,0.0016,0.9448,0.04,17.1
CITI Bank,2023-12-01 00:00:00,0.9675,0.0306,0.0019,0.98,0.07,20.47
Standard Chartered,2023-02-01 00:00:00,0.9688,0.0254,0.0058,0.9116,0.07,18.03
Standard Chartered,2023-07-01 00:00:00,0.9692,0.0241,0.0068,1,0.074502,25.48
Standard Chartered,2024-06-01 00:00:00,0.9693,0.029,0.0017,0.9027,0.16,24.97
Standard Chartered,2024-05-01 00:00:00,0.9694,0.0287,0.0018,0.8823,0.07,25.23
Standard Chartered,2024-07-01 00:00:00,0.9704,0.0295,0.0001,0.9306,0.07,25.11
Standard Chartered,2023-10-01 00:00:00,0.9709,0.025,0.0041,0.79,0.07,30
Standard Chartered,2024-08-01 00:00:00,0.9709,0.0289,0.0003,0.9372,0.06,26.22
Standard Chartered,2024-03-01 00:00:00,0.9712,0.0269,0.0019,0.948,0.09,25.13
Standard Chartered,2024-01-01 00:00:00,0.9718,0.0233,0.005,0.7736,0.09,26.21
Standard Chartered,2023-06-01 00:00:00,0.974,0.0229,0.0031,0.8451,0.06,21.93
Standard Chartered,2023-11-01 00:00:00,0.9742,0.0223,0.0035,0.75,0.07,26.22
Tri O Tech Solutions Private Limited,2024-07-01 00:00:00,0.998,0.002,0,0,0,52.1
Tri O Tech Solutions Private Limited,2023-06-01 00:00:00,1,0,0,0,0,14.99
Tri O Tech Solutions Private Limited,2023-08-01 00:00:00,1,0,0,0,0,20.27
Tri O Tech Solutions Private Limited,2023-09-01 00:00:00,1,0,0,0,0,22.88
Tri O Tech Solutions Private Limited,2023-10-01 00:00:00,1,0,0,0,0,27.54
Tri O Tech Solutions Private Limited,2023-11-01 00:00:00,1,0,0,0,0,28.43
Tri O Tech Solutions Private Limited,2023-12-01 00:00:00,1,0,0,0,0,34.24
Tri O Tech Solutions Private Limited,2024-01-01 00:00:00,1,0,0,0,0,36.62
Tri O Tech Solutions Private Limited,2024-02-01 00:00:00,1,0,0,0,0,37.89
Tri O Tech Solutions Private Limited,2024-03-01 00:00:00,1,0,0,0,0,43.69
Tri O Tech Solutions Private Limited,2024-04-01 00:00:00,1,0,0,0,0,46.64
Tri O Tech Solutions Private Limited,2024-05-01 00:00:00,1,0,0,0,0,50.1
Tri O Tech Solutions Private Limited,2024-08-01 00:00:00,1,0,0,0,0,57.12
Tri O Tech Solutions Private Limited,2024-09-01 00:00:00,1,0,0,0,0,61
Tri O Tech Solutions Private Limited,2024-11-01 00:00:00,1,0,0,0,0,67.2
Tri O Tech Solutions Private Limited,2024-10-01 00:00:00,1,0,0,0,0,69.79
Tri O Tech Solutions Private Limited,2024-06-01 00:00:00,1,0,0,0.1747,0.31,50.77
Tri O Tech Solutions Private Limited,2023-07-01 00:00:00,1,0,0,1,0.048366,16.79
