Sr_No,UPI_Beneficiary_Banks,Date,Approved_percent,Deemed_Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Total_Volume_In_Mn
29,The South Indian Bank Limited,2024-11-01 00:00:00,0.9986,0.0001,0.0011,0.0004,39.73
39,CITI Bank,2023-10-01 00:00:00,0.9987,0.0014,0,0.0013,9.77
46,CITI Bank,2024-01-01 00:00:00,0.9987,0.002,0,0.0013,10.02
2,YES Bank,2023-07-01 00:00:00,0.9987,0.0003,0.0002,0.0011,1865.76
4,Axis Bank,2023-04-01 00:00:00,0.9987,0.0003,0.0009,0.0001,636.48
1,Paytm Payments Bank,2023-10-01 00:00:00,0.9987,0,0.0011,0.0002,2709.07
2,YES Bank,2022-11-01 00:00:00,0.9987,0,0.0012,0.0001,1261.66
1,Paytm Payments Bank,2023-09-01 00:00:00,0.9987,0.0001,0.0012,0.0001,2482.89
2,YES Bank,2023-03-01 00:00:00,0.9988,0.0003,0,0,1590.23
3,Axis Bank,2024-05-01 00:00:00,0.9988,0.0001,0.0011,0,1290.76
3,Axis Bank,2024-06-01 00:00:00,0.9988,0.0002,0.0012,0,1025.59
25,RBL,2023-05-01 00:00:00,0.9989,0.0011,0,0,33.53
6,Bank of Baroda,2024-09-01 00:00:00,0.9989,0.0009,0.0007,0.0004,423.28
3,YES Bank,2022-02-01 00:00:00,0.9989,0.0001,0.0009,0.0001,583.5
4,Axis Bank,2022-10-01 00:00:00,0.9989,0.0001,0.0009,0.0001,542.37
4,Axis Bank,2023-07-01 00:00:00,0.9989,0.0004,0.0009,0.0002,688.05
4,Axis Bank,2024-03-01 00:00:00,0.9989,0.0006,0.0011,0,1230.7
25,One Mobikwik Systems Limited,2024-07-01 00:00:00,0.999,0,0.0003,0.0007,40.24
3,YES Bank,2022-06-01 00:00:00,0.999,0.0003,0.0004,0.0003,731.88
6,Bank of Baroda,2024-10-01 00:00:00,0.999,0.0006,0.0006,0.0003,472.15
1,Paytm Payments Bank,2023-12-01 00:00:00,0.999,0,0.0007,0.0003,2835.27
1,Paytm Payments Bank,2024-01-01 00:00:00,0.999,0,0.0007,0.0003,2851.38
1,Paytm Payments Bank,2023-11-01 00:00:00,0.999,0,0.0008,0.0001,2617.76
1,Paytm Payments Bank,2024-02-01 00:00:00,0.999,0,0.0008,0.0002,2543.04
4,Axis Bank,2023-05-01 00:00:00,0.999,0,0.0009,0.0001,664.41
4,Axis Bank,2023-12-01 00:00:00,0.999,0.0001,0.0009,0.0001,967.52
2,YES Bank,2023-08-01 00:00:00,0.9991,0.0001,0.0002,0.0007,1789.49
3,YES Bank,2022-01-01 00:00:00,0.9991,0.0001,0.0006,0.0002,593.69
4,Axis Bank,2024-02-01 00:00:00,0.9991,0.0002,0.0008,0.0001,1029.01
3,Axis Bank,2024-07-01 00:00:00,0.9991,0.0001,0.0009,0,1364.34
30,CITI Bank,2022-09-01 00:00:00,0.9992,0.0024,0,0.0008,10.48
2,YES Bank,2022-05-01 00:00:00,0.9992,0.0001,0.0004,0.0003,811.13
2,YES Bank,2024-01-01 00:00:00,0.9992,0.0001,0.0004,0.0004,2105.87
2,YES Bank,2022-09-01 00:00:00,0.9992,0.0003,0.0006,0.0001,1067.95
3,Axis Bank,2024-11-01 00:00:00,0.9992,0.0001,0.0007,0.0001,1561.95
3,Axis Bank,2024-04-01 00:00:00,0.9992,0.0004,0.0008,0,1248.35
43,CITI Bank,2024-06-01 00:00:00,0.9993,0.0009,0,0.0007,11.72
1,YES Bank,2024-07-01 00:00:00,0.9993,0.0001,0.0001,0.0006,5731.24
28,One Mobikwik Systems Limited,2024-06-01 00:00:00,0.9993,0,0.0002,0.0004,35.03
2,YES Bank,2023-05-01 00:00:00,0.9993,0.0001,0.0002,0.0004,1776.21
2,YES Bank,2022-07-01 00:00:00,0.9993,0.0002,0.0003,0.0002,813.04
1,YES Bank,2024-03-01 00:00:00,0.9993,0,0.0004,0.0004,2638.46
3,Axis Bank,2024-09-01 00:00:00,0.9993,0.0001,0.0006,0,1469.29
3,Axis Bank,2024-08-01 00:00:00,0.9993,0.0001,0.0007,0,1437.88
2,YES Bank,2023-10-01 00:00:00,0.9994,0,0.0002,0.0003,2224.58
2,YES Bank,2022-08-01 00:00:00,0.9994,0.0001,0.0003,0.0001,947.28
2,YES Bank,2024-02-01 00:00:00,0.9995,0,0.0003,0.0001,2408.99
26,One Mobikwik Systems Limited,2024-08-01 00:00:00,0.9995,0,0.0003,0.0002,45.37
2,YES Bank,2023-12-01 00:00:00,0.9995,0,0.0004,0.0001,2269.48
25,One Mobikwik Systems Limited,2024-11-01 00:00:00,0.9996,0,0.0001,0.0003,44.12
1,YES Bank,2024-05-01 00:00:00,0.9996,0,0.0002,0.0002,5597.32
2,YES Bank,2023-06-01 00:00:00,0.9996,0,0.0002,0.0002,1735.59
30,One Mobikwik Systems Limited,2024-05-01 00:00:00,0.9996,0,0.0002,0.0003,31.71
2,YES Bank,2023-11-01 00:00:00,0.9996,0,0.0003,0.0001,2146.74
25,One Mobikwik Systems Limited,2024-10-01 00:00:00,0.9996,0,0.0003,0.0002,51.06
1,YES Bank,2024-04-01 00:00:00,0.9997,0,0.0002,0.0001,5076.4
1,YES Bank,2024-06-01 00:00:00,0.9998,0,0.0002,0,5523.03
2,YES Bank,2023-09-01 00:00:00,0.9998,0,0.0002,0,2018.4
2,YES Bank,2023-04-01 00:00:00,0.9998,0.0001,0.0003,0.0004,1914.76
36,One Mobikwik Systems Limited,2024-02-01 00:00:00,0.9999,0,0,0.0001,15.24
41,One Mobikwik Systems Limited,2024-01-01 00:00:00,0.9999,0,0,0.0001,11.31
1,YES Bank,2024-08-01 00:00:00,0.9999,0,0.0001,0,6021
1,YES Bank,2024-09-01 00:00:00,0.9999,0,0.0001,0,6069.82
1,YES Bank,2024-10-01 00:00:00,0.9999,0,0.0001,0,6665.2
1,YES Bank,2024-11-01 00:00:00,0.9999,0,0.0001,0.0001,6213.24
37,YES Bank,2022-10-01 00:00:00,1,0,0,0,7.97
33,Tamilnad Mercantile Bank,2024-09-01 00:00:00,1.2422,0.0007,0.0008,0.0029,28.12
